128	1.17198
128	0.0183613
128	0.0181594
128	0.0181264
128	0.0181824
128	0.0180899
128	0.0180964
128	0.0183624
256	2.32744
256	0.0371417
256	0.0366537
256	0.0365671
256	0.036435
256	0.0367318
256	0.0370395
256	0.0369889
384	3.9468
384	0.0545995
384	0.0560403
384	0.0551926
384	0.0549803
384	0.0556755
384	0.0555605
384	0.0543452
512	4.50308
512	0.0758866
512	0.0739369
512	0.0730592
512	0.0716976
512	0.0704591
512	0.0680229
512	0.0693564
640	4.70216
640	0.091455
640	0.0904062
640	0.0892796
640	0.0882621
640	0.088426
640	0.0881715
640	0.0885261
768	6.07121
768	0.110599
768	0.110293
768	0.108987
768	0.107325
768	0.105839
768	0.109014
768	0.109801
896	8.12257
896	6.82214
896	2.55641
896	1.70562
896	0.562119
896	0.574546
896	0.593148
896	0.681572
1024	9.05422
1024	9.9544
1024	5.63883
1024	4.88216
1024	4.46541
1024	3.99913
1024	4.33108
1024	4.20077
1152	8.47478
1152	38.6856
1152	6.32283
1152	7.0628
1152	6.60946
1152	4.95388
1152	4.95001
1152	3.78781
1280	9.79928
1280	9.05057
1280	8.36158
1280	5.8144
1280	5.25703
1280	6.14309
1280	32.9546
1280	5.07612
1408	10.0912
1408	9.94764
1408	9.72915
1408	8.82799
1408	4.71928
1408	7.33278
1408	5.33895
1408	6.43799
1536	11.3637
1536	11.1004
1536	10.2379
1536	8.28843
1536	7.03378
1536	7.53924
1536	6.79375
1536	6.12368
1664	12.6369
1664	12.2544
1664	10.875
1664	36.1658
1664	9.27021
1664	7.06329
1664	8.67036
1664	7.15064
1792	13.381
1792	12.9313
1792	10.7302
1792	9.10637
1792	8.41094
1792	9.04179
1792	8.67428
1792	8.29331
1920	14.1119
1920	13.853
1920	12.4927
1920	10.4219
1920	9.32213
1920	9.52051
1920	8.82885
1920	8.48928
2048	16.4514
2048	15.2302
2048	11.5738
2048	11.4733
2048	10.069
2048	10.175
2048	9.87129
2048	10.2066
